TransactionID,Timestamp,CustomerID,Name,Customer_Location,Amount,Merchant,Category,Transaction_IP,Primary_IP,Is_Fraud,Fraud_Reason
9b54118e-07fc-4498-9263-b0217068b3af,2025-05-14 02:00:00,ded1f2aa,Morgan Torres,Jeremymouth,5840.94,"Taylor, Young and Park",Jewelry,120.86.247.182,120.86.247.182,0,None
ced411cd-f66e-43b3-8b5e-fc8b9f34d347,2025-12-30 00:00:00,49d9a542,Laura Spence,East Nicoleland,7858.3,"Cruz, Reed and Baker",Groceries,112.69.205.20,112.69.205.20,0,None
805451c9-45b5-49cb-bec5-74e334ee9c58,2025-04-12 03:00:00,87f566dc,John Hansen,Johnsonchester,2847.27,Stone-Ramos,Utilities,195.110.170.171,195.110.170.171,0,None
9a855f60-71ec-4ab1-96c8-82754a661e7c,2025-12-24 20:00:00,740b69d7,Anna Stanley,Timothyton,7336.3,Fernandez-Robinson,Travel,169.98.97.9,169.98.97.9,0,None
3552e198-23f4-42cf-9dec-38b1789ffa67,2025-06-11 14:00:00,42155884,Michael Hanna,West Dennisfurt,8403.77,"Miller, Morris and Barnett",Tech,13.84.253.49,13.84.253.49,0,None
b158fe84-d26c-4187-8bad-d65dccde95dd,2025-08-25 07:00:00,3687afc2,Margaret Snyder,Wilsonstad,3199.09,Smith PLC,Groceries,183.192.127.180,183.192.127.180,0,None
d44721b1-1bdc-4e25-a1c2-b0c7af250d13,2025-08-11 23:00:00,6a62a16d,Ms. Shannon Chavez,West Julie,8166.1,Levine-Mcmahon,Groceries,42.122.104.6,42.122.104.6,0,None
6886ee0c-e9b5-43d9-966d-ae1368b75a48,2025-08-31 10:00:00,2f416f11,Maria Johnson,Boydshire,310.38,Bradley-Hickman,Utilities,5.230.221.72,5.230.221.72,0,None
e8c8774d-3f8b-4760-a17a-7d1462d84929,2025-11-02 13:00:00,e060e322,Mark Erickson,Kentport,4301.25,Thompson-Chavez,Groceries,131.233.69.20,131.233.69.20,0,None
ea116ec5-dccc-4db7-a1bb-80015fdc33f0,2025-12-17 06:00:00,da21ea51,Kyle Rogers,North James,7940.99,Erickson PLC,Jewelry,55.117.63.207,55.117.63.207,0,None
0c095c35-aefb-49a0-8d78-4f9c5dfc88fb,2025-05-10 13:00:00,f612764a,Mrs. Cynthia Warren,Port Jacquelineborough,143.9,"Dean, Pope and Carroll",Travel,38.246.109.135,38.246.109.135,0,None
a4ad4fce-a6fa-4ec5-8f78-ac18b9db0f6c,2025-08-11 06:00:00,ddeeee5d,Michael Lopez,New Linda,2678.75,Gardner-Carter,Travel,95.85.50.55,95.85.50.55,0,None
1174677a-5dc5-4325-b6fb-a30a286c5b7f,2025-09-02 18:00:00,cf36c345,Adam Marshall,West Natasha,7682.79,Garcia-Campbell,Groceries,58.229.43.90,58.229.43.90,0,None
0ae62819-aed0-4715-8311-a74eec3f8954,2025-07-27 18:00:00,6c5e6b2b,Jessica Ballard,Simmonsfurt,4899.05,Baldwin-Crawford,Utilities,6.229.150.145,6.229.150.145,0,None
8f0bfb91-15a7-4553-8a08-5d862128cb91,2025-01-18 15:00:00,f77d7fed,Darlene Petersen,Westborough,3004.65,"Yoder, Obrien and Fitzgerald",Utilities,75.62.15.250,75.62.15.250,0,None
10592ebc-d947-44fb-b9e7-795b3c0ff789,2025-07-23 23:00:00,669e2d3e,Janet Baldwin,Jessicaland,7018.31,"Carroll, Montes and Hahn",Jewelry,144.150.222.26,144.150.222.26,0,None
6fb55ed0-71ba-4ab1-beb0-d19dbc5ef59c,2025-11-18 18:00:00,4807ca72,Gregory Jordan,Myersstad,1493.07,Randolph-Olson,Utilities,201.240.226.153,201.240.226.153,0,None
f19806d7-3118-4960-a991-3d0623f4afd5,2025-12-13 05:00:00,4f44bcf9,Zachary Hahn,North Luis,494.3,Huffman PLC,Jewelry,6.92.124.91,6.92.124.91,0,None
4e409b6f-f1a1-4aa0-8dca-4e47653e8f63,2025-09-20 02:00:00,26090575,Stephen Rodriguez,New Chadton,8575.82,"Porter, Clark and Hanson",Travel,47.238.4.115,47.238.4.115,0,None
365e884e-784c-4239-a0d1-07e9ef0ec9d5,2025-06-02 06:00:00,f2bbcdbe,Brittany Bryant,Lucasport,4233.77,Hamilton PLC,Travel,5.85.136.217,5.85.136.217,0,None
001d5cd2-adaa-4dea-88f1-88a4591a73cb,2025-10-09 17:00:00,da2662cf,Paul Fox,Ericksonburgh,256.94,House PLC,Travel,92.219.53.219,92.219.53.219,0,None
6e07ff0d-67c1-4256-ae88-32c7733befe2,2025-03-20 14:00:00,25eb984c,Brianna Martinez,South Michelleborough,229.94,Duran-Taylor,Jewelry,165.245.42.70,151.81.138.173,1,Account Takeover
e032ceca-6b6b-41ff-b12c-f798d2616fb6,2025-08-08 04:00:00,588414e6,Michaela Ramos,Lake Janicemouth,430.54,Williams-Compton,Groceries,162.62.187.208,162.62.187.208,0,None
a23b9f8e-5718-4d9c-90ce-2eca31fd325d,2025-10-31 00:00:00,cf36c345,Adam Marshall,West Natasha,739.7,"Miller, Martinez and Jordan",Groceries,58.229.43.90,58.229.43.90,0,None
eca46c4d-75d8-461e-817c-4333ec18eb99,2025-09-28 02:00:00,7269a80b,Natalie Ward,East Cherylville,2150.96,Hernandez PLC,Jewelry,24.214.46.167,24.214.46.167,0,None
129c1807-bba8-4a16-a989-66be70169307,2025-12-26 18:00:00,3314ed58,Samuel Valdez,Lake Tiffanybury,2320.43,Martin-Mooney,Groceries,203.190.130.183,203.190.130.183,0,None
a76c8a0a-3ad6-4322-aa1f-4549b91ddb31,2025-05-27 16:00:00,e88b7591,Tammy Mcdonald,New Jeffrey,8289.44,Hernandez Ltd,Tech,45.151.148.185,45.151.148.185,0,None
38fd0996-0b92-4a28-aaf4-d22550cbef8a,2025-11-08 21:00:00,3687afc2,Margaret Snyder,Wilsonstad,6051.99,Flowers PLC,Travel,183.192.127.180,183.192.127.180,0,None
82e09bc9-aa8c-408e-94d1-190be9567a7c,2025-01-16 19:00:00,7cda0102,Kristy Garcia,West Kenneth,7521.4,"Dunn, Matthews and Walls",Utilities,66.229.24.165,66.229.24.165,0,None
c429a5d2-c45b-4b65-a915-7fd7ee7079c0,2025-05-23 13:00:00,1cbdd6f9,Brandon Wyatt,Audreyland,6451.25,Lowe-Ortiz,Travel,65.189.125.192,65.189.125.192,0,None
9a5e5f7b-d2de-42b1-9e26-8414478875c6,2025-10-09 22:00:00,8c6ce809,Yvette Ford,West Erika,1250.4,Mckinney Inc,Travel,49.237.106.35,49.237.106.35,0,None
dba2a1c6-591d-461e-81bb-0b1a7f050191,2025-05-09 20:00:00,545c2c8d,Dawn Carter,East Patricia,8408.43,Miller PLC,Travel,178.245.13.144,178.245.13.144,0,None
a52c9660-e571-4f3e-abbb-8f69520d6afe,2025-10-02 06:00:00,3e8b529a,Veronica Ward,West Matthew,6313.51,"Moore, Parker and Christian",Travel,163.222.219.253,163.222.219.253,0,None
399f3057-997a-4bf2-9ee8-267e824d2ebd,2025-09-13 16:00:00,60e81ff9,Haley Dyer,Josephport,217.08,"Lopez, Pham and Hall",Groceries,149.144.106.70,149.144.106.70,0,None
228b2ee0-2119-445d-8b87-251ef5945b1b,2025-10-29 21:00:00,09c5046e,Laura Brady,Lake Robert,2984.92,"Weaver, Farmer and Ross",Jewelry,4.79.211.193,4.79.211.193,0,None
d9e95010-9c91-4432-ae83-7f665ef53b92,2025-07-21 10:00:00,13aca8c4,Carol Hoffman,Heidishire,7463.23,Green-Rivera,Travel,35.32.205.219,35.32.205.219,0,None
065cac81-6459-44f1-8de1-2e3f500c36bc,2025-12-27 22:00:00,4c0139b8,Danielle Lane,Jodymouth,4034.03,"Anderson, Garcia and Lambert",Travel,17.166.232.204,17.166.232.204,0,None
ae840b39-f77f-45c2-b5a5-74f231230ff3,2025-10-06 14:00:00,6c5e6b2b,Jessica Ballard,Simmonsfurt,6211.39,Beasley-Wright,Travel,6.229.150.145,6.229.150.145,0,None
4d6d1675-96d4-49c2-8b86-ab72045dbb50,2025-05-28 04:00:00,4614df52,Nicole Lee,East Larryview,1484.74,Wilson-Hernandez,Travel,88.2.45.152,88.2.45.152,0,None
09b9c23a-84bc-4fed-aad6-6345baa371b4,2025-09-03 18:00:00,7269a80b,Natalie Ward,East Cherylville,4844.01,Thompson-Jones,Utilities,24.214.46.167,24.214.46.167,0,None
08fd2aa2-c461-475d-b1e0-05368e12df2a,2025-03-08 04:00:00,6790e118,Jennifer Wiggins,New Cody,3803.65,Flores-Wells,Utilities,165.239.57.124,165.239.57.124,0,None
d94e7de8-55cf-4bea-b05a-9120bce3f693,2025-05-06 10:00:00,f6340de8,Jaime Jordan,Port Chad,5689.14,Rice Inc,Tech,74.25.224.253,74.25.224.253,0,None
a179ac35-832e-43d2-b125-451587124778,2025-09-22 18:00:00,6c5e6b2b,Jessica Ballard,Simmonsfurt,2404.34,Meyer-Davis,Tech,6.229.150.145,6.229.150.145,0,None
1dd3884e-f0aa-43cb-9815-e103abf81bfb,2025-05-24 06:00:00,b687344e,Nicole Burns,Garrettport,7985.29,"Carson, Johnson and Palmer",Groceries,94.183.172.117,94.183.172.117,0,None
4a26c341-083f-4efc-9db8-c5f256684c8d,2025-05-21 22:00:00,e87aee62,Ann Johnson,Lake Kimport,8303.79,Perry LLC,Utilities,194.70.134.20,194.70.134.20,0,None
4ac16f28-dced-4b30-84d9-45073c107bf6,2025-05-15 20:00:00,ce943475,Jennifer Andrews,Cohenmouth,1851.43,Norman-Erickson,Jewelry,15.104.103.154,34.91.224.158,1,Account Takeover
7294bf3f-e078-4da1-b2aa-fcc324a5c0ee,2025-09-02 03:00:00,fa55eb51,Stephen Kirk,South Brucestad,9980.52,Hubbard-Marks,Tech,46.127.236.23,46.127.236.23,0,None
b62d9795-4418-4eff-83fe-f3c1e7512457,2025-04-19 06:00:00,48852061,Dr. Joseph Cummings MD,Karenfort,8750.54,Fleming-Petty,Travel,163.232.209.128,163.232.209.128,0,None
3ed62dcb-1fd0-4937-b681-eaaa361351f2,2025-05-20 21:00:00,ddeeee5d,Michael Lopez,New Linda,3101.5,Harris-Rich,Travel,95.85.50.55,95.85.50.55,0,None
384b1181-fc79-4cea-8aa1-02ce7c77d90c,2025-01-17 20:00:00,a397fe4c,Jason Ward,Port Andreabury,1304.04,Wells and Sons,Travel,113.132.14.244,113.132.14.244,0,None
4a4dec36-7d21-487a-94e7-ad197256e0b9,2025-03-03 17:00:00,0d0d59b2,Jill White,Carolinetown,4094.72,"Villarreal, Lopez and Franklin",Travel,170.123.159.159,170.123.159.159,0,None
ef500735-9101-40c9-af6a-932a7c748fba,2025-05-20 14:00:00,482ec6f2,James Pruitt,Jonesburgh,4421.18,Hood-Cox,Travel,218.191.239.43,218.191.239.43,0,None
9591b1a6-0fe1-4d0f-8024-c9b437e287c2,2025-04-20 16:00:00,e87aee62,Ann Johnson,Lake Kimport,9902.69,Cameron-Snyder,Utilities,194.70.134.20,194.70.134.20,0,None
ca5e506f-68f8-46c4-b560-e74dc3bed283,2025-10-14 08:00:00,54e7a5f4,Marvin Cardenas,South Matthewtown,7144.62,Mason Ltd,Travel,73.55.87.149,73.55.87.149,0,None
6ab6db37-a221-40b8-bbe6-854318c849a9,2025-10-19 04:00:00,28764923,Thomas Casey,South Derrick,4349.72,"Campos, Gross and Lee",Utilities,7.53.97.213,196.232.58.96,1,Account Takeover
d050196f-643f-4663-a4e4-40567d7e34f3,2025-03-21 20:00:00,8fadcb63,Alexandra Glenn,West Martin,2359.19,Cunningham-Mendez,Tech,112.251.199.27,112.251.199.27,0,None
cb4a7bec-1ef5-44e3-a62a-be460a93b04a,2025-06-02 19:00:00,a8d2a4fa,Richard Gonzalez,Reneeton,2510.55,Martinez Inc,Utilities,139.105.128.72,139.105.128.72,0,None
a028c191-deee-4274-abea-d7c926fbc98d,2025-02-04 04:00:00,da8a25fc,Peter Black,Phillipsbury,1579.46,Rodgers Ltd,Travel,34.254.6.48,34.254.6.48,0,None
71219b21-72b5-4b4f-9162-95033e2ecd8b,2025-06-10 20:00:00,a397fe4c,Jason Ward,Port Andreabury,5507.9,"Barnes, West and Parks",Groceries,113.132.14.244,113.132.14.244,0,None
c64f7306-dd51-4bfb-b0bf-6fc6beb1fc56,2025-05-28 07:00:00,01893533,Richard Sims,Batesbury,9040.45,Johnson-Smith,Utilities,33.46.81.17,33.46.81.17,0,None
ac6874ff-dba3-4e7c-a6e8-2d75d74c1084,2025-01-16 08:00:00,1de61612,Thomas Walker,West Kimberly,2722.45,Smith-Salazar,Travel,78.61.117.168,78.61.117.168,0,None
e73c6ce8-c870-40b5-b01b-020ad926d51c,2025-10-14 10:00:00,6c5e6b2b,Jessica Ballard,Simmonsfurt,7624.42,"Garcia, Guerra and Becker",Travel,6.229.150.145,6.229.150.145,0,None
38cd2907-bd57-4a38-9d0e-3cb5bcd9609b,2025-12-24 14:00:00,669e2d3e,Janet Baldwin,Jessicaland,1027.81,"Smith, Rodriguez and Griffith",Utilities,144.150.222.26,144.150.222.26,0,None
75ff1834-bf42-48d4-acaf-ab58b35e625a,2025-09-21 20:00:00,f77d7fed,Darlene Petersen,Westborough,9700.87,Bowen LLC,Travel,75.62.15.250,75.62.15.250,0,None
b1700ff7-b324-4411-ad97-9e2a3a56be36,2025-06-06 12:00:00,49d9a542,Laura Spence,East Nicoleland,6870.86,Adams Inc,Tech,112.69.205.20,112.69.205.20,0,None
a90abc98-e88f-4a37-a9e5-b79fe8c7f5c8,2025-03-03 02:00:00,25eb984c,Brianna Martinez,South Michelleborough,3749.71,Moore-Hardy,Tech,151.81.138.173,151.81.138.173,0,None
6060ebdb-fcf2-4990-8263-16b123fefb36,2025-10-29 08:00:00,9f5c4697,Joseph Graham,Vanessafort,9855.8,Garcia LLC,Tech,66.4.61.149,66.4.61.149,0,None
00b82792-0875-4a9e-a735-6c86112b4e37,2025-04-19 09:00:00,94f989da,Jacob Baker,Boydmouth,418.57,Hudson-Nguyen,Travel,50.74.225.182,50.74.225.182,0,None
28761c70-3070-4336-8cdf-225c77603c2e,2025-07-28 22:00:00,fb42e151,Victoria Maldonado,Lake Michael,6497.25,"Maldonado, Torres and Lopez",Tech,87.152.123.78,87.152.123.78,0,None
eb08b554-7070-47c5-b1d9-39ccef3e382e,2025-05-10 08:00:00,a8d2a4fa,Richard Gonzalez,Reneeton,9691.17,Solomon Inc,Utilities,139.105.128.72,139.105.128.72,0,None
6360eefd-2b40-4d99-9351-078d1da3d222,2025-08-01 11:00:00,94f989da,Jacob Baker,Boydmouth,5752.39,Wagner-Cohen,Groceries,50.74.225.182,50.74.225.182,0,None
6b874111-e1ab-4e6a-8a83-bf3247f45e76,2025-06-22 19:00:00,49d9a542,Laura Spence,East Nicoleland,6982.29,Vang Inc,Jewelry,112.69.205.20,112.69.205.20,0,None
e8b7f832-6f45-48f4-9b27-1d63e6321399,2025-06-17 19:00:00,748fa8b1,Scott Flores,Jennifermouth,6074.5,"Martin, Johnston and Marshall",Utilities,174.238.49.141,174.238.49.141,0,None
e0407f70-4279-496a-8f8e-7d921aa4ca50,2025-02-26 23:00:00,ded1f2aa,Morgan Torres,Jeremymouth,6924.87,Braun-Tucker,Groceries,133.181.79.162,120.86.247.182,1,Account Takeover
20ee2d97-064d-4271-bb95-2f2e209dd489,2025-09-16 13:00:00,414a7ebb,Daniel Davis,Stewartville,3061.66,Mercer Ltd,Groceries,50.78.82.39,50.78.82.39,0,None
4030683c-0ed0-441e-ab05-a06b61f9ce65,2025-12-08 12:00:00,748fa8b1,Scott Flores,Jennifermouth,6705.91,"Ford, Tyler and Gregory",Jewelry,174.238.49.141,174.238.49.141,0,None
eecc87e1-1057-487e-be35-4fa5aaa1e154,2025-04-21 20:00:00,9ffe0773,Ashley Holland,Rodgersside,2480.07,Jones PLC,Tech,32.36.212.165,32.36.212.165,0,None
3a69f72d-471e-4fd7-83e8-9b5644077d21,2025-02-19 04:00:00,f6340de8,Jaime Jordan,Port Chad,8543.49,Pope-Martinez,Groceries,74.25.224.253,74.25.224.253,0,None
fe1ca1bd-eba4-4267-a47f-a8a6d4580f6b,2025-09-25 07:00:00,09b47c36,John Peters,Danielmouth,1308.36,Martinez-West,Utilities,195.107.46.71,195.107.46.71,0,None
758382cb-1520-441f-a7d3-7fbedf7c4e9a,2025-07-09 09:00:00,af951349,Jared Smith,Sandraberg,4623.49,"Schmitt, Kim and Walker",Utilities,99.156.220.31,99.156.220.31,0,None
58a02c82-4ba3-49fa-a3d8-546cc6de74e9,2025-11-29 12:00:00,378120f6,Colin Bass,Victoriamouth,1191.03,"King, Cooper and Lucas",Jewelry,56.49.241.253,56.49.241.253,0,None
e1c05cc2-9d73-46e7-a8db-b9694c673b3f,2025-06-13 12:00:00,b8086460,Timothy Mclaughlin,New Brendamouth,6436.34,"Warner, Bell and Nolan",Tech,73.183.0.19,156.193.37.236,1,Account Takeover
62127ed1-b3dc-4098-9461-bd611430dfbb,2025-08-22 15:00:00,b9d839e8,Robert Chavez,Josephshire,5134.63,Shelton-Orr,Tech,209.116.132.253,209.116.132.253,0,None
c2241a1e-edf1-43d9-8559-a902e5f2b0c9,2025-11-18 10:00:00,ded1f2aa,Morgan Torres,Jeremymouth,7420.7,Willis-Davis,Jewelry,120.86.247.182,120.86.247.182,0,None
05562b28-f371-492f-af84-063b6a1c00a6,2025-10-03 05:00:00,7812b859,Daniel Gray,South Jason,148.47,"Joseph, Rivera and Buckley",Utilities,86.133.204.0,86.133.204.0,0,None
52019a25-83c3-428b-9780-2c449769363c,2025-05-12 05:00:00,d27edcbd,Maria Fleming,Kimberlymouth,7028.27,Miles-Cortez,Utilities,144.226.122.173,144.226.122.173,0,None
427595ca-8193-460a-8979-5ff382c0805b,2025-02-09 18:00:00,740b69d7,Anna Stanley,Timothyton,4483.73,Paul and Sons,Jewelry,169.98.97.9,169.98.97.9,0,None
61dccc9d-d154-48b8-b46c-8e614f9b5c48,2025-10-23 14:00:00,e88b7591,Tammy Mcdonald,New Jeffrey,7354.56,"Rivera, Price and Martin",Utilities,45.151.148.185,45.151.148.185,0,None
04df93e8-e584-4f47-9e8c-2207d109d5d5,2025-11-02 18:00:00,8c6ce809,Yvette Ford,West Erika,6722.69,Melton-Watson,Travel,49.237.106.35,49.237.106.35,0,None
4511d38b-4279-49ff-9b2f-032ebbd6febb,2025-05-08 11:00:00,3a1bdc2e,Alex Sanchez,Dakotahaven,3125.06,Cortez Group,Travel,109.198.176.186,109.198.176.186,0,None
15c649bf-702b-4631-b8d0-3f887afc0780,2025-07-04 21:00:00,7e53e2a2,Christine Garcia,Lesterfurt,1105.44,"Cline, Gonzalez and Robertson",Tech,208.95.46.255,208.95.46.255,0,None
ca8ab715-94b1-40a2-8271-bc0af2ca660c,2025-12-08 11:00:00,72c73272,Michelle Holder,West Richardberg,9492.27,Miller Inc,Tech,135.115.144.36,135.115.144.36,0,None
